,Quotes,Tags
2250,"No matter how prepared you think you are for the death of a loved one, it still comes as a shock, and it still hurts very deeply.",Sympathy
2251,Worry does not empty tomorrow of its sorrow. It empties today of its strength.,Sympathy
2252,There is no greater sorrow than to recall happiness in times of misery.,Sympathy
2253,"The loss of a friend is like that of a limb; time may heal the anguish of the wound, but the loss cannot be repaired.",Sympathy
2254,"When sorrows come, they come not single spies, but in battalions.",Sympathy
2255,"Sorrow can be alleviated by good sleep, a bath and a glass of wine.",Sympathy
2256,"What is lovely never dies, But passes into other loveliness.",Sympathy
2257,What does love look like? It has the hands to help others. It has the feet to hasten to the poor and needy. It has eyes to see misery and want. It has the ears to hear the sighs and sorrows of men. That is what love looks like.,Sympathy
2258,"Truly, it is in darkness that one finds the light, so when we are in sorrow, then this light is nearest of all to us.",Sympathy
2259,"Excess of grief for the dead is madness; for it is an injury to the living, and the dead know it not.",Sympathy
2260,The only cure for grief is action.,Sympathy
2261,Flowers grow out of dark moments.,Sympathy
2262,I am not interested in picking up crumbs of compassion thrown from the table of someone who considers himself my master. I want the full menu of rights.,Sympathy
2263,"Happiness is beneficial for the body, but it is grief that develops the powers of the mind.",Sympathy
2264,"When you lose a person you love so much, surviving the loss is difficult.",Sympathy
2265,Sorrow is a fruit. God does not make it grow on limbs too weak to bear it.,Sympathy
2266,There is no grief like the grief that does not speak.,Sympathy
2267,Grief is a normal and natural response to loss. It is originally an unlearned feeling process. Keeping grief inside increases your pain.,Sympathy
2268,I think loss of loved ones is the hardest blow in life.,Sympathy
2269,Sorrow is so easy to express and yet so hard to tell.,Sympathy
2270,Any mind that is capable of real sorrow is capable of good.,Sympathy
2271,The dew of compassion is a tear.,Sympathy
2272,Tears are the silent language of grief.,Sympathy
2273,Grief can't be shared. Everyone carries it alone. His own burden in his own way.,Sympathy
2274,"You don't go around grieving all the time, but the grief is still there and always will be.",Sympathy
2275,"Let no one weep for me, or celebrate my funeral with mourning; for I still live, as I pass to and fro through the mouths of men.",Sympathy
2276,Almost all of our sorrows spring out of our relations with other people.,Sympathy
2277,Bear and endure: This sorrow will one day prove to be for your good.,Sympathy
2278,Excessive sorrow laughs. Excessive joy weeps.,Sympathy
2279,From the end spring new beginnings.,Sympathy
2280,Only by joy and sorrow does a person know anything about themselves and their destiny. They learn what to do and what to avoid.,Sympathy
2281,"If we wait until our lives are free from sorrow or difficulty, then we wait forever. And miss the entire point.",Sympathy
2282,To desire and expect nothing for oneself and to have profound sympathy for others is genuine holiness.,Sympathy
2283,A sorrow's crown of sorrow is remembering happier times.,Sympathy
2284,"It is a great consolation for me to remember that the Lord, to whom I had drawn near in humble and child-like faith, has suffered and died for me, and that He will look on me in love and compassion.",Sympathy
2285,Developing our sympathetic compassion is not only possible but the only reason for us to be here on earth.,Sympathy
2286,"Our trials, our sorrows, and our grieves develop us.",Sympathy
2287,"If you suppress grief too much, it can well redouble.",Sympathy
2288,"When you are sorrowful look again in your heart, and you shall see that in truth you are weeping for that which has been your delight.",Sympathy
2289,"Come away, O human child: To the waters and the wild with a fairy, hand in hand, For the world's more full of weeping than you can understand.",Sympathy
2290,One often calms one's grief by recounting it.,Sympathy
2291,Those who weep recover more quickly than those who smile.,Sympathy
2292,"I say to people who care for people who are dying, if you really love that person and want to help them, be with them when their end comes close. Sit with them - you don't even have to talk. You don't have to do anything but really be there with them.",Sympathy
2293,"Grieve and mourn for yourself not once or twice, but again and again.",Sympathy
2294,People who drink to drown their sorrow should be told that sorrow knows how to swim.,Sympathy
2295,The cure for sorrow is to learn something.,Sympathy
2296,Sympathy is two hearts tugging at one load.,Sympathy
2297,Grief knits two hearts in closer bonds than happiness ever can; and common sufferings are far stronger links than common joys.,Sympathy
2298,A sympathetic friend can be quite as dear as a brother.,Sympathy
2299,"The more sympathy you give, the less you need.",Sympathy
2300,"It is foolish to tear one's hair in grief, as though sorrow would be made less by baldness.",Sympathy
2301,Not without hope we suffer and we mourn.,Sympathy
2302,The natural effect of sorrow over the dead is to refine and elevate the mind.,Sympathy
2303,"We should feel sorrow, but not sink under its oppression.",Sympathy
2304,"It is in our faults and failings, not in our virtues, that we touch each other, and find sympathy. It is in our follies that we are one.",Sympathy
2305,"If there was less sympathy in the world, there would be less trouble in the world.",Sympathy
2306,"I have sometimes been wildly, despairingly, acutely miserable, racked with sorrow, but through it all I still know quite certainly that just to be alive is a grand thing.",Sympathy
2307,"What ye have been ye still shall be, When we are dust the dust among, O yellow flowers!",Sympathy
2308,"If our hearts are ready for anything, we can open to our inevitable losses, and to the depths of our sorrow. We can grieve our lost loves, our lost youth, our lost health, our lost capacities. This is part of our humanness, part of the expression of our love for life.",Sympathy
2309,"After you have wept and grieved for your physical losses, cherish the functions and the life you have left.",Sympathy
2310,"I have nothing but sympathy for the people who are forced to work with me. I'm better now at picking out those that want to play that game with me, and those that don't.",Sympathy
2311,"At a family's most difficult time, I want to make sure at a minimum that they have the very basic of comforts: the ability to grieve their loss privately and the knowledge that their country is grateful for their loved one's sacrifice and service.",Sympathy
2312,"Sympathy is charming, but it does not make up for pain.",Sympathy
2313,"Farewell, dearest friend, never to see one another any more till at the right hand of Christ.",Sympathy
2314,"I believe that everyone can appreciate the right of a family to grieve the loss of a loved one in peace, regardless of anyone's position on the war in Iraq and Afghanistan.",Sympathy
2315,Great grief does not of itself put an end to itself.,Sympathy
2316,The heart forgets its sorrow and ache.,Sympathy
2317,"I will indulge my sorrows, and give way to all the pangs and fury of despair.",Sympathy
2318,"Pity may represent little more than the impersonal concern which prompts the mailing of a check, but true sympathy is the personal concern which demands the giving of one's soul.",Sympathy
2319,"In any business, the more you learn, the more sympathetic you can be to other people's positions.",Sympathy
2320,There is a joy in sorrow which none but a mourner can know.,Sympathy
2321,Grief is only the memory of widowed affections.,Sympathy
2322,"A crowd always thinks with its sympathy, never with its reason.",Sympathy
2323,I was brought up to be sympathetic toward others.,Sympathy
2324,"As Christians, our compassion is simply a response to the love that God has already shown us.",Sympathy
2325,"Learning a foreign language, and the culture that goes with it, is one of the most useful things we can do to broaden the empathy and imaginative sympathy and cultural outlook of children.",Sympathy
2326,"Both tears and sweat are salty, but they render a different result. Tears will get you sympathy; sweat will get you change.",Sympathy
2327,You are 27 or 28 right? It is very tough to live at that age. When nothing is sure. I have sympathy with you.,Sympathy
2328,"In Japanese culture, there is a belief that God is everywhere - in mountains, trees, rocks, even in our sympathy for robots or Hello Kitty toys.",Sympathy
2329,"No one has yet realized the wealth of sympathy, the kindness and generosity hidden in the soul of a child. The effort of every true education should be to unlock that treasure.",Sympathy
2330,"Two nations between whom there is no intercourse and no sympathy; who are as ignorant of each other's habits, thoughts, and feelings, as if they were dwellers in different zones, or inhabitants of different planets. The rich and the poor.",Sympathy
2331,Women have no sympathy and my experience of women is almost as large as Europe.,Sympathy
2332,Children require guidance and sympathy far more than instruction.,Sympathy
2333,"Deliberately seek opportunities for kindness, sympathy, and patience.",Sympathy
2334,"In grade one and two, I was definitely into heavy metal and Satanic rock music, bands that had attributes that were quote-unquote 'Satanic,' even things like the Rolling Stones with 'Their Satanic Majesties Request' and 'Sympathy for the Devil,' but also like Motley Crue and Kiss and Alice Cooper.",Sympathy
2335,I never ask for mercy and seek no one's sympathy.,Sympathy
2336,"In the early days of the Russian Revolution in 1917, I was completely in sympathy with it. I felt that it established a new era in the history of the modern world. I was so overwhelmed by it that, if people made any unfriendly comment, I would vigorously defend it. If people condemned the Communist party, I would speak in its defense.",Sympathy
2337,"When you've been raised in care, rap music isn't just about guns and sexism. They're talking about real things you can hang on to, problems of identity that you have sympathy with. It's not just about the music, with rap: when I was in care, it meant a whole lot more than that.",Sympathy
2338,"Neymar doesn't need to act - he's an excellent player, and he has everything a high-level player needs. He's one of the top five players in the world; why does he need to act? It doesn't bring him sympathy, and it's not good for him.",Sympathy
2339,It is only after one is in trouble that one realizes how little sympathy and kindness there are in the world.,Sympathy
2340,"I've always thought of acting as more of an exercise in empathy, which is not to be confused with sympathy. You're trying to get inside a certain emotional reality or motivational reality and try to figure out what that's about so you can represent it.",Sympathy
2341,It appears to be a law that you cannot have a deep sympathy with both man and nature.,Sympathy
2342,"In fiction, imaginary people become realer to us than any named celebrity glimpsed in a series of rumored events, whose causes and subtler ramifications must remain in the dark. An invented figure like Anna Karenina or Emma Bovary emerges fully into the light of understanding, which brings with it identification, sympathy and pity.",Sympathy
2343,Autumn wins you best by this its mute appeal to sympathy for its decay.,Sympathy
2344,Marriage must be a relation either of sympathy or of conquest.,Sympathy
2345,"Unfair discrimination exists whether we like it or not; I wouldn't have married a gum-chewing vegetarian. Ultimately, we'll help the people we discriminate against if we try to understand more about them; genetics will lead to a world where there is a sympathy for the underdog.",Sympathy
2346,"Pretty much all the drivers I get on with, at least to say 'Hi' and have a conversation. But when the helmet's on, you don't care who it is. You have no sympathy: someone blows an engine in front of you, if it means you gain a position, then you're smiling.",Sympathy
2347,To all those who have suffered as a consequence of our troubled past I extend my sincere thoughts and deep sympathy. With the benefit of historical hindsight we can all see things which we would wish had been done differently or not at all.,Sympathy
2348,"The rule of friendship means there should be mutual sympathy between them, each supplying what the other lacks and trying to benefit the other, always using friendly and sincere words.",Sympathy
2349,"Captain Hale, alone, without sympathy or support, save that from above, on the near approach of death asked for a clergyman to attend him. It was refused. He then requested a Bible; that too was refused by his inhuman jailer.",Sympathy
2350,The community stagnates without the impulse of the individual. The impulse dies away without the sympathy of the community.,Sympathy
2351,"'Ninnu Kori' urges us to take a broader view of life, look past stumbling blocks, and rise above self sympathy.",Sympathy
2352,"Kindliness and sympathy, fellowship and understanding, are always good, but best when they come from a distant corner of the world.",Sympathy
2353,Sympathy is the first condition of criticism.,Sympathy
2354,We must not permit our respect for the dead or our sympathy for the living to lead us into an act of injustice to the balance of the living.,Sympathy
2355,I would rather be kept alive in the efficient if cold altruism of a large hospital than expire in a gush of warm sympathy in a small one.,Sympathy
2356,And whoever walks a furlong without sympathy walks to his own funeral drest in his shroud.,Sympathy
2357,"Men we shall have only as we make manhood the object of the work of the schools - intelligence, broad sympathy, knowledge of the world that was and is, and of the relation of men to it - this is the curriculum of that Higher Education which must underlie true life.",Sympathy
2358,"Badges mean nothing in themselves, but they mark a certain achievement and they are a link between the rich and the poor. For when one girl sees a badge on a sister Scout's arm, if that girl has won the same badge, it at once awakens an interest and sympathy between them.",Sympathy
2359,"True Scouts are the best friends of animals, for from living in the woods and wilds, and practising observation and tracking, they get to know more than other people about the ways and habits of birds and animals, and therefore they understand them and are more in sympathy with them.",Sympathy
2360,"I am a believer in the evolutionary process, and yet I have sympathy for the friends of mine who are creationists. I don't find the positions incompatible.",Sympathy
2361,"Any other illness, any other disease that we're faced with, there's sympathy and understanding. We get help for those. With mental illness, our go-to is to categorize them as, 'Oh, they're crazy,' to belittle the problem.",Sympathy
2362,Men are often biased in their judgment on account of their sympathy and their interests.,Sympathy
2363,It was no easy feat becoming Dominick Dunne. Think about it. He was the most celebrated chronicler of downtrodden socialites. He feasted on their famine with little sympathy or admiration for their formerly exalted positions. Yet somehow they invited him back.,Sympathy
2364,"I learnt pity, sympathy, and what it was like to be at the other end of the stick. Such lessons can't be learnt in lecture halls.",Sympathy
2365,"If I'm feeling outraged, grief, disbelief, frustration, sympathy, that gets channeled through me and into my pictures and hopefully transmitted to the viewer.",Sympathy
2366,"Any relations in a social order will endure, if there is infused into them some of that spirit of human sympathy which qualifies life for immortality.",Sympathy
2367,"Too often, we get attention and sympathy by being a victim. If we're invested in someone being our villain, we must love being the victim. We have to let go of both characters in the story.",Sympathy
2368,"The knowledge that we have brother scouts working in the same uniform, to the same ends, in the same way, in all corners of the Empire, cannot but make scouts proud of their brotherhood, and cannot fail to bring them into closer sympathy.",Sympathy
2369,"Character is made of duty and love and sympathy, and, above all, of living and working for others.",Sympathy
2370,"I have every sympathy for writers. It's a mystery to me what they do. I can edit. I can cross out and say, 'I'm not saying that' or, 'How about we move this to here? Wouldn't that make that bit of the story better?' But where any of it comes from is beyond me. I will never write a play or a novel.",Sympathy
2371,My impressions of the Russian Revolution can be divided into two periods. The first period was when I showed deep sympathy. My second period is one of disappointment. This change was the result of close observation on the spot.,Sympathy
2372,"Sympathy constitutes friendship; but in love there is a sort of antipathy, or opposing passion. Each strives to be the other, and both together make up one whole.",Sympathy
2373,All sympathy not consistent with acknowledged virtue is but disguised selfishness.,Sympathy
2374,"Authors are not a special case, deserving of more sympathy than many other groups. We are a particular case of a general degradation of the quality of life, and we are not going to stop pointing it out, because we speak for many other groups as well.",Sympathy
2375,Motherhood is at its best when the tender chords of sympathy have been touched.,Sympathy
2376,"A person who has sympathy for mankind in the lump, faith in its future progress, and desire to serve the great cause of this progress, should be called not a humanist, but a humanitarian, and his creed may be designated as humanitarianism.",Sympathy
2377,"Women are about the best lovers of nature, after all; at least of nature in her milder and more familiar forms. The feminine character, the feminine perceptions, intuitions, delicacy, sympathy, quickness, are more responsive to natural forms and influences than is the masculine mind.",Sympathy
2378,I didn't go to university. Didn't even finish A-levels. But I have sympathy for those who did.,Sympathy
2379,"In documentary filmmaking, there's a tradition of telling stories about victims. We often do that from a very patronizing place, but mostly we do it from a very selfish place, to reassure ourselves that our lives are in sympathy and solidarity with the victims.",Sympathy
2380,"There is something terribly morbid in the modern sympathy with pain. One should sympathise with the colour, the beauty, the joy of life. The less said about life's sores the better.",Sympathy
2381,September 11th was a moment when America had the sympathy of the world.,Sympathy
2382,Tribes don't need Congressmembers' sympathy. What tribes need is for us to properly exercise our duty.,Sympathy
2383,"If the terrorists have the sympathy of people, it's much harder to find them. So we need people on our side, and that leads us to be responsible leaders of the world, show some concern with the problems.",Sympathy
2384,"Moreover, Hispanics' sympathy for big government represents a cultural predilection as well as an economic one.",Sympathy
2385,I feel sympathy for the working class lad. I've always championed about ticket prices and try to equate that to people's salaries.,Sympathy
2386,"I have several close friends who are insomniacs. Over the years, I've heard their stories about being up in the middle of the night, completely awake. I see them yawn at 11 A.M. and know that, regardless of what they are doing, they'd probably rather be in bed sleeping. I've always had sympathy for them, but I've never really understood it.",Sympathy
2387,"Our late Leader, Dr. Sun Yat-sen, with his universal sympathy for all oppressed and his profound understanding of Jesus' revolutionary spirit of love and sacrifice, carried on his revolutionary work for forty years and brought about at last the liberation of the Chinese people.",Sympathy
2388,"Good characters don't believe they're bad. As long as you as an actor believe in them and try to understand them, it's not hard to have empathy and sympathy.",Sympathy
2389,I like movies that make you semi fall in love with the villain so you have sympathy for him.,Sympathy
2390,"My upbringing has given me sympathy for the idea of isolation and what it is to be a new person in the room, where everyone else has some amount of familiarity and comfort.",Sympathy
2391,"Children, even infants, are capable of sympathy. But only after adolescence are we capable of compassion.",Sympathy
2392,The true humanist maintains a just balance between sympathy and selection.,Sympathy
2393,"The American people want something terse, forcible, picturesque, striking - something that will arrest their attention, enlist their sympathy, arouse their indignation, stimulate their imagination, convince their reason, awaken their conscience.",Sympathy
2394,"Pierre Curie came to see me and showed a simple and sincere sympathy with my student life. Soon he caught the habit of speaking to me of his dream of an existence consecrated entirely to scientific research, and he asked me to share that life.",Sympathy
2395,"If you want to devote yourself to the arts, you'd better do it strictly from passion, because there is zero guarantee that you'll get anywhere. The hardest thing is dealing with business people who have nothing to do with your art. They could care less that you're up at 4:30 in the morning writing a joke. Don't expect any sympathy from anybody.",Sympathy
2396,"This circus that's advertised to show and furnish a little amusement for us heathens is owned by a woman, one whose pluck catches my sympathy every time.",Sympathy
2397,"The professional must learn to be moved and touched emotionally, yet at the same time stand back objectively: I've seen a lot of damage done by tea and sympathy.",Sympathy
2398,"Sympathy is one of the principles most widely rooted in our nature: we rejoice to see ourselves reflected in another; and, perversely enough, we sometimes have a secret pleasure in seeing the sin which dwells in ourselves existing under a deformed and monstrous aspect in another.",Sympathy
2399,"When our bodies are sick and people extend their sympathy, bring us soup, offer up solutions. When our minds are sick, people tend to shy away from you, be afraid, or call you outright crazy. I'm fascinated by the way society and individuals view mental illness, and most of my shorts comment on that.",Sympathy
2400,"When you're successful, people have no sympathy. Nobody wants to catch the tears of a millionaire.",Sympathy
2401,You develop a sympathy for all human beings when you travel a lot.,Sympathy
2402,"I tend to foster drama via bleakness. If I want the reader to feel sympathy for a character, I cleave the character in half, on his birthday. And then it starts raining. And he's made of sugar.",Sympathy
2403,Sympathy is something that shouldn't be bestowed upon the Yankees. Apparently it angers them.,Sympathy
2404,"Women ought to feel a peculiar sympathy in the colored man's wrong, for, like him, she has been accused of mental inferiority, and denied the privileges of a liberal education.",Sympathy
2405,"There should be a sympathy with freedom, a desire to give it scope, founded not upon visionary ideas, but upon the long experience of many generations within the shores of this happy isle, that in freedom you lay the firmest foundations both of loyalty and order.",Sympathy
2406,I have a strong sympathy for all women who have struggled and suffered.,Sympathy
2407,I'm not looking for sympathy at all.,Sympathy
2408,"I take people very seriously. People are all I take seriously, in fact. Therefore, I have nothing but sympathy for how people behave - and nothing but laughter to console them with.",Sympathy
2409,Having a baby is a disaster for your career. I don't think there's any sympathy.,Sympathy
2410,"I want the municipality to be a helping hand to the man with a desire of sympathy, to help the fallen when it is not in their power to help themselves.",Sympathy
2411,I am the son of a small and far-away nation and the other laureates have all come from different countries from all over the world and we all were equally received here with signs of sympathy.,Sympathy
2412,"As human beings, we all have reasons for our behavior. There may be people who have certain physiological issues that dictate why they make certain choices. On the whole, though, I think we're dictated by our structure, our past, our environment, our culture. So once you understand the patterns that shape a person, how can you not find sympathy?",Sympathy
2413,"In Shakespeare, unique individuals repudiate the stereotypes demanded by the structure of the play: Shylock commands our sympathy, Barnardine refuses to be hanged. Individuals trump the category.",Sympathy
2414,"Obviously, Jay-Z is one of the greatest entertainers of the world today. Not only is he a remarkable rhetorical genius, he's also a man of deep sympathy and empathy for those who are lost and vulnerable, but especially under-educated youth of all cultures and stripes.",Sympathy
2415,"One might expect that the families of murder victims would be showered with sympathy and support, embraced by their communities. But in reality they are far more likely to feel isolated, fearful, and ashamed, overwhelmed by grief and guilt, angry at the criminal-justice system, and shunned by their old friends.",Sympathy
2416,I have to have a character worth caring about. I tend not to start writing books about people I don't have a lot of sympathy for because I'm just going to be with them too long.,Sympathy
2417,"You can't have empathy for somebody that's gone through something you haven't - because, definitionally, you can't. But you can feel for them and have sympathy for them. And that's what this country needs to practice more. It's about realizing that you do come from a different place.",Sympathy
2418,"We do not learn by inference and deduction and the application of mathematics to philosophy, but by direct intercourse and sympathy.",Sympathy
2419,"I can't understand why someone wouldn't have a degree of sympathy for people that had to flee their country, travel to try and find their home somewhere, and nobody wants them. How could you not be a little bit sympathetic?",Sympathy
2420,"I have sympathy for young people, for their growing pains, but I balk when these growing pains are pushed into the foreground, when you make these young people the only vehicles of life's wisdom.",Sympathy
2421,"We all have to announce our full solidarity with the struggle of those seeking freedom and justice in Syria, and translate this sympathy into a clear political vision that supports a peaceful transition to a democratic system of rule that reflects the demands of the Syrian people for freedom.",Sympathy
2422,Nobody in football wants to receive sympathy.,Sympathy
2423,"It's no good being nice and young and naive. There's no good in that at all. You've got to do it all yourself, and you've gotta learn quick. And you can't look for sympathy either.",Sympathy
2424,"Jamal Khashoggi was a Muslim Brotherhood operative, and so I don't really feel sympathy for him.",Sympathy
2425,"I damaged my health during 'Les Mis,' which I didn't want to mention in case it seemed like I was courting sympathy.",Sympathy
2426,Interest does not tie nations together; it sometimes separates them. But sympathy and understanding does unite them.,Sympathy
2427,I'm in total sympathy with Dick Smith's sentiments; I only wish there were grounds for saying we Australians would never tolerate such appalling treatment of refugees being carried out in our name.,Sympathy
2428,Staying married may have long-term benefits. You can elicit much more sympathy from friends over a bad marriage than you ever can from a good divorce.,Sympathy
2429,"I think that Jamal Khashoggi was an enemy of the state, and I don't really think that it's appropriate for American media institutions to be, you know, trying to generate sympathy. He's not a hero.",Sympathy
2430,Sometimes you look at footballers and think they're selfish or they don't bring a good image to society. But sometimes people underestimate footballers and their capacity to have a strong opinion and sympathy for others.,Sympathy
2431,"When Oliver Stone and Woody Allen came forward to express sympathy for Mr. Weinstein, everybody rolled their eyes at them, too.",Sympathy
2432,"I don't really distinguish between sympathy and honesty when I'm writing. The two go together - I'm interested in inhabiting my characters, seeing the world through their eyes.",Sympathy
2433,I don't think it's an incredibly radical premise to try and have sympathy for someone who has made a mistake.,Sympathy
2434,Our sympathy is cold to the relation of distant misery.,Sympathy
2435,"When we are out of sympathy with the young, then I think our work in this world is over.",Sympathy
2436,"Sonia Gandhi and her husband have always been persons I look at with a lot of respect. Of course, one of the reasons we look at India with a lot of sympathy and enthusiasm is Sonia Gandhi. Now she is Indian, not Italian, but she will always represent a myth for Italians.",Sympathy
2437,"Ultimately, knowing God and reading the Word, it helps with patience with people, understanding, empathy and sympathy that they might not have that I have. If God gave it to me, why not exercise it?",Sympathy
2438,"The Who on record were dynamic. Roger Daltrey's delivery allowed vulnerability without weakness; doubt and confusion, but no plea for sympathy.",Sympathy
2439,"If men and women are to understand each other, to enter into each other's nature with mutual sympathy, and to become capable of genuine comradeship, the foundation must be laid in youth.",Sympathy
2440,"It's not very interesting to establish sympathy for people who, on the surface, are instantly sympathetic. I guess I'm always attracted to people who, if their lives were headlines in a newspaper, you might not be very sympathetic about them.",Sympathy
2441,I wasn't a person to cry or point fingers or find any sympathy.,Sympathy
2442,"Sympathy relies on a common experience. If you're clumsy, you might have sympathy for others who tend to bump into things. Empathy, on the other hand, is the ability to understand another person's feelings even if you've never experienced them yourself.",Sympathy
2443,"I have sympathy for the people in Syria, and I do think there should be a worldwide response, but we should act cautiously.",Sympathy
2444,"What is the meaning of 'gossip?' Doesn't it originate with sympathy, an interest in one's neighbor, degenerating into idle curiosity and love of tattling? Which is worse, this habit, or keeping one's self so absorbed intellectually as to forget the sufferings and cares of others, to lose sympathy through having too much to think about?",Sympathy
2445,"My mother listened to all the news from the camp during the strike. She said little, especially when my father or the men who worked for him were about I remember her instinctive and unhesitating sympathy for the miners.",Sympathy
2446,"For reasons historic, aesthetic, and political, we Jews are most attuned to the anti-Semitism of the far Right - and we find the most sympathy among our progressive allies when these are our attackers.",Sympathy
2447,"In order that people who suffer from depression seek treatment without a second thought, the stigmas must further fall until we reach a point in time when that person with leukemia and that person with depression both receive the same level of sympathy and the same level of rigorous treatment. Both people deserve it.",Sympathy
2448,"I have a great deal of sympathy for reluctant readers because I was one. I would do anything to avoid reading. In my case, it wasn't until I was 13 and discovered the 'Lord of the Rings' that I learned to love reading.",Sympathy
2449,"Jewish Americans weren't just integrated, like other ethnic and religious groups. They also attracted a particular sympathy and admiration, rooted in Holocaust remembrance, affection for Israel, and a distinctive pride in the scope of their success.",Sympathy
2450,"As far as I'm concerned, I own my dogs as I own my body. My legs are with me when I take a shower, and I feel no shame. If I were to lose one, I'd grieve, and people would send sympathy cards, but it would be my condition that evoked the sympathy, not the fate of the leg. That's like losing a dog.",Sympathy
2451,"I believe that we must reach our brother, never toning down our fundamental oppositions, but meeting him when he asks to be met, with a reason for the faith that is in us, as well as with a loving sympathy for them as brothers.",Sympathy
2452,I felt bad when George Bush was booed. But only briefly. My sympathy for that man has a half-life of about four seconds.,Sympathy
2453,There is a great deal of sympathy amongst workers for the Occupy Wall Street movement. We understand their frustration.,Sympathy
2454,"I can hardly express in words my deep feeling and sympathy for them, knowing as I do, the many serious handicaps and obstacles that will confront them in almost every walk of life.",Sympathy
2455,"I'm not going to give a courtesy gift to a person who's going to win, and I'm not going to give a sympathy gift to a person who's going to lose.",Sympathy
2456,"IT is mere coincidence that Cooper was born in the year which produced The Power of Sympathy and that when he died Uncle Tom's Cabin was passing through its serial stage, and yet the limits of his life mark almost exactly the first great period of American fiction.",Sympathy
2457,Since this war began our sympathy has gone out to all the suffering people who have been dragged into it. Further hundreds of millions have become involved since I spoke at Limerick fortnight ago.,Sympathy
2458,Sympathy with nature is part of a good person's religion.,Sympathy
2459,More negatives write than call. It's a cheap shot for me to go on the air with the critical letters or E-mail I get because the reaction of the listeners is always an instantaneous expression of sympathy for me and contempt for the poor critic.,Sympathy
2460,There's no greater way to gain an audience's sympathy than by being unfortunate.,Sympathy
2461,The humanitarian lays stress almost solely upon breadth of knowledge and sympathy.,Sympathy
2462,"California must be all American or all Chinese. We are resolved that it shall be American, and are prepared to make it so. May we not rely upon your sympathy and assistance?",Sympathy
2463,You have to take strength from the people that love you and the people that love Barbara and the huge number of expressions of sympathy and compassion and support. That has been extremely moving.,Sympathy
2464,"I have a theory because I was being beaten up a lot by people outside of school, it was almost like if I could make myself sick enough they'd take sympathy on me.",Sympathy
2465,"Although I'm Australian, I find myself much more in sympathy with the Austrian version!",Sympathy
2466,I have a lot of sympathy for young people because I realize how disturbed I was. How would I deal with life in the future? What would I do for a living?,Sympathy
2467,"Because I select my players from a feeling that comes to me when I am with them, a certain sympathy you might call it, or a vibration that exists between us that convinces me they are right.",Sympathy
2468,It's hard for me to think of others because I'm not particularly in sympathy with the music of this century.,Sympathy
2469,"According to your sympathy, you will take pleasure in your own happiness or in the happiness of other people; but it is always your own happiness you seek.",Sympathy
2470,"There's a certain amount of sympathy here for the Bush administration's problem, which is they would like to get rid of Saddam Hussein and they would like to have the Kurds autonomous.",Sympathy
2471,Recognition of belligerency as an expression of sympathy is all very well.,Sympathy
2472,I joined the Party definitely in 1923 after having already been in sympathy with it before.,Sympathy
2473,But what you could perhaps do with in these days is a word of most sincere sympathy. Your movement is carried internally by so strong a truth and necessity that victory in one form or another cannot elude you for long.,Sympathy
2474,"My guitar was loud as hell, and I had no sympathy for anybody else.",Sympathy
2475,Actors who are lovers in real life are often incapable if playing the part of lovers to an audience. It is equally true that sympathy between actors who are not lovers may create a temporary emotion that is perfectly sincere.,Sympathy
2476,"Many of the artists who have represented Negro life have seen only the comic, ludicrous side of it, and have lacked sympathy with and appreciation for the warm big heart that dwells within such a rough exterior.",Sympathy
2477,This sympathy is not translated into force against the British government because it is not like the anti- apartheid movement which had a high profile here and Mandela is a more engaging figure than Yasser Arafat.,Sympathy
2478,It was only on sympathy wave had KCR won the elections in 2014 and became the chief minister.,Sympathy
2479,"I have a certain sympathy with politicians having lived with one. I've seen how no matter how earnest or driven or energetic they are, it's still difficult to change things. I have been encouraged to go into politics, but I don't think I could make a contribution, it suits me better to be sniping from the sidelines.",Sympathy
2480,"Empathy is much bigger than sympathy. When the character is empathised with, that means you have succeeded as an actor. So even if it's a villain, the audiences don't hate you... they understand why you have turned into a villain.",Sympathy
2481,I try to photograph with love and sympathy.,Sympathy
2482,"A lot of people who end up being horrible criminals when they are adults had very abusive childhoods. You can have sympathy for that child. It does not at all, under any circumstances, diminish their responsibility for what they do.",Sympathy
2483,My faith tells me where to go and get started and what kind of sympathy to have for people once you get there.,Sympathy
2484,"How would you deal with it if you're 9 years old, people are telling you, 'You suck,' and they don't give sympathy? They don't feel bad for you because of who your dad is.",Sympathy
2485,"I had a horrifying experience but what the world fails to understand is that the handicapped need no sympathy, they need to be encouraged in whatever they do.",Sympathy
2486,"I'm not looking for sympathy. If there's other footballers addicted to gambling, then maybe me speaking about my battle might help them.",Sympathy
2487,"People do get hurt by jellyfish, as they do by sharks and spiders, and I have great sympathy for the anguish and pain these effects may cause, but if you pay any attention to the statistics it is clear that nature is not out to get us.",Sympathy
2488,Opportunity is missed by most people because it is dressed in overalls and looks like work.,Work
2489,The reward for work well done is the opportunity to do more.,Work
2490,"Hard work spotlights the character of people: some turn up their sleeves, some turn up their noses, and some don't turn up at all.",Work
2491,All things are difficult before they are easy.,Work
2492,Let the beauty of what you love be what you do.,Work
2493,"Let us realize that: the privilege to work is a gift, the power to work is a blessing, the love of work is success!",Work
2494,The only thing that overcomes hard luck is hard work.,Work
2495,"Be regular and orderly in your life, so that you may be violent and original in your work.",Work
2496,Work is much more fun than fun.,Work
2497,"The harder I work, the luckier I get.",Work
2498,"When your work speaks for itself, don't interrupt.",Work
